id,Beam/Column,Wall,Floor,Cladding,Wall Insulation,Roof Insulation,Roof Membrane,IGU,Window Frame,WWR,Floor to Floor Height,Parking Levels,SCM,GWP
4816,Load Bearing Wood Wall,Wood Stud,Wood Joist,PVC,XPS,EPS,Mod Bit,Double Glazed,PVC,25,3,0,20,103.7
148319,Glulam,Wood Stud,CLT,Metal,Spray Foam,EPS,EPDM,Triple Glazed,Wood,25,3,0,30,229.4
80326,Load Bearing Wood Wall,ICF,CLT,PVC,Mineral Wool,EPS,EPDM,Double Glazed,Wood,25,3,0,20,226.2
64754,Load Bearing Wood Wall,ICF,Wood I Joist,Brick,Fiberglass,EPS,EPDM,Double Glazed,Aluminum,10,3,0,30,231.4
142607,Glulam,Wood Stud,Wood I Joist,Fiberboard,Mineral Wool,Polyiso,PVC,Triple Glazed,Wood,25,3,0,30,95.6
82427,Load Bearing Wood Wall,ICF,CLT,EIFS,EIFS,XPS,Mod Bit,Double Glazed,Fiberglass,25,3,0,30,227.9
168791,Glulam,Wood Stud OVE,Wood Joist,Fiberboard,Spray Foam,XPS,PVC,Double Glazed,Wood,25,3,0,30,163.6
94976,Glulam,Steel Stud,Wood Joist,EIFS,EIFS,Mineral Wool,Mod Bit,Triple Glazed,Fiberglass,10,3,0,30,114.1
166030,Glulam,Wood Stud OVE,Wood Joist,EIFS,EIFS,XPS,EPDM,Triple Glazed,Wood,25,3,0,20,98.6
141421,Glulam,Wood Stud,Wood I Joist,EIFS,EIFS,Polyiso,PVC,Double Glazed,PVC,10,3,0,20,88.1
125225,Glulam,Wood Stud,Wood Joist,Metal,Spray Foam,EPS,Mod Bit,Triple Glazed,PVC,25,3,0,30,206.8
82448,Load Bearing Wood Wall,ICF,CLT,EIFS,EIFS,XPS,Mod Bit,Triple Glazed,Fiberglass,10,3,0,30,247.5
21265,Load Bearing Wood Wall,Wood Stud,Wood I Joist,Fiberboard,XPS,Mineral Wool,EPDM,Double Glazed,Aluminum,10,3,0,20,102.8
59097,Load Bearing Wood Wall,ICF,Wood Joist,EIFS,EIFS,Polyiso,Mod Bit,Double Glazed,Fiberglass,25,3,0,0,209.6
101054,Glulam,Steel Stud,Wood I Joist,Metal,Mineral Wool,EPS,EPDM,Double Glazed,PVC,10,3,0,30,154.8
116673,Glulam,Steel Stud,CLT,EIFS,EIFS,Polyiso,PVC,Triple Glazed,Fiberglass,25,3,0,0,147.4
139662,Glulam,Wood Stud,Wood I Joist,EIFS,EIFS,EPS,EPDM,Triple Glazed,Fiberglass,10,3,0,0,90.9
85830,Load Bearing Wood Wall,ICF,CLT,Fiberboard,Spray Foam,XPS,PVC,Double Glazed,Fiberglass,10,3,0,0,348.6
214781,Glulam,CLT,CLT,EIFS,EIFS,Mineral Wool,Mod Bit,Triple Glazed,Aluminum,25,3,0,30,142.5
143371,Glulam,Wood Stud,Wood I Joist,Fiberboard,Fiberglass,Mineral Wool,Mod Bit,Triple Glazed,Wood,10,3,0,20,85.5
36389,Load Bearing Wood Wall,CLT,Wood Joist,Metal,Mineral Wool,XPS,EPDM,Double Glazed,Aluminum,25,3,0,30,144.9
142109,Glulam,Wood Stud,Wood I Joist,Fiberboard,XPS,Polyiso,EPDM,Triple Glazed,Aluminum,25,3,0,30,109.5
135616,Glulam,Wood Stud,Wood I Joist,Metal,Mineral Wool,EPS,EPDM,Double Glazed,PVC,25,3,0,20,128.8
142574,Glulam,Wood Stud,Wood I Joist,Fiberboard,Mineral Wool,Polyiso,PVC,Double Glazed,PVC,10,3,0,30,87.3
49678,Load Bearing Wood Wall,CLT,CLT,EIFS,EIFS,XPS,EPDM,Triple Glazed,Wood,25,3,0,20,144.5
176320,Glulam,Wood Stud OVE,Wood I Joist,PVC,Mineral Wool,XPS,Mod Bit,Double Glazed,PVC,25,3,0,20,96.7
174501,Glulam,Wood Stud OVE,Wood I Joist,Metal,Fiberglass,Mineral Wool,EPDM,Double Glazed,Wood,25,3,0,0,119.0
49559,Load Bearing Wood Wall,CLT,CLT,EIFS,EIFS,XPS,PVC,Double Glazed,Wood,25,3,0,30,137.0
152760,Glulam,Wood Stud,CLT,EIFS,EIFS,XPS,EPDM,Triple Glazed,Aluminum,10,3,0,0,123.1
22288,Load Bearing Wood Wall,Wood Stud,Wood I Joist,Fiberboard,Fiberglass,Polyiso,EPDM,Double Glazed,PVC,25,3,0,20,89.1
243528,Glulam,ICF,CLT,Metal,Spray Foam,Mineral Wool,PVC,Triple Glazed,Aluminum,10,3,0,0,387.0
213107,Glulam,CLT,CLT,PVC,XPS,Mineral Wool,EPDM,Triple Glazed,Fiberglass,25,3,0,30,145.4
223992,Glulam,ICF,Wood Joist,EIFS,EIFS,Mineral Wool,Mod Bit,Triple Glazed,Aluminum,10,3,0,0,231.6
31896,Load Bearing Wood Wall,Wood Stud,CLT,EIFS,EIFS,EPS,Mod Bit,Triple Glazed,Aluminum,10,3,0,0,123.0
33803,Load Bearing Wood Wall,Wood Stud,CLT,Fiberboard,Fiberglass,Polyiso,EPDM,Double Glazed,Fiberglass,25,3,0,30,111.8
191052,Glulam,Wood Stud OVE,CLT,PVC,Mineral Wool,Polyiso,EPDM,Double Glazed,PVC,10,3,0,0,110.5
71853,Load Bearing Wood Wall,ICF,Wood I Joist,EIFS,EIFS,Polyiso,EPDM,Triple Glazed,Wood,25,3,0,0,214.7
215356,Glulam,CLT,CLT,Fiberboard,XPS,Mineral Wool,Mod Bit,Triple Glazed,Aluminum,25,3,0,20,156.3
153392,Glulam,Wood Stud,CLT,Fiberboard,XPS,EPS,PVC,Triple Glazed,Fiberglass,10,3,0,30,131.1
226277,Glulam,ICF,Wood Joist,Fiberboard,Mineral Wool,Mineral Wool,Mod Bit,Double Glazed,Aluminum,25,3,0,30,195.2
87093,Glulam,Steel Stud,Wood Joist,Brick,Mineral Wool,XPS,EPDM,Double Glazed,Wood,25,3,0,0,137.0
44239,Load Bearing Wood Wall,CLT,Wood I Joist,EIFS,EIFS,Mineral Wool,PVC,Triple Glazed,Fiberglass,10,3,0,20,109.0
44955,Load Bearing Wood Wall,CLT,Wood I Joist,Fiberboard,XPS,XPS,PVC,Triple Glazed,Aluminum,25,3,0,0,134.4
144281,Glulam,Wood Stud,CLT,Brick,XPS,EPS,EPDM,Triple Glazed,PVC,25,3,0,30,160.1
90505,Glulam,Steel Stud,Wood Joist,Metal,Spray Foam,XPS,Mod Bit,Triple Glazed,Aluminum,10,3,0,20,249.9
215184,Glulam,CLT,CLT,Fiberboard,XPS,Polyiso,Mod Bit,Double Glazed,Aluminum,10,3,0,0,151.0
19179,Load Bearing Wood Wall,Wood Stud,Wood I Joist,EIFS,EIFS,EPS,PVC,Triple Glazed,Aluminum,25,3,0,0,102.8
25211,Load Bearing Wood Wall,Wood Stud,CLT,Brick,Spray Foam,Mineral Wool,PVC,Double Glazed,Fiberglass,25,3,0,30,211.5
222302,Glulam,ICF,Wood Joist,PVC,Fiberglass,Mineral Wool,EPDM,Double Glazed,PVC,10,3,0,30,196.4
202184,Glulam,CLT,Wood Joist,EIFS,EIFS,XPS,PVC,Double Glazed,Fiberglass,10,3,0,30,106.8
62662,Load Bearing Wood Wall,ICF,Wood Joist,Fiberboard,Fiberglass,Mineral Wool,PVC,Double Glazed,Wood,25,3,0,20,195.6
221510,Glulam,ICF,Wood Joist,PVC,Mineral Wool,Polyiso,PVC,Triple Glazed,PVC,10,3,0,30,206.5
184785,Glulam,Wood Stud OVE,CLT,Brick,XPS,Mineral Wool,PVC,Triple Glazed,Fiberglass,25,3,0,0,159.0
24563,Load Bearing Wood Wall,Wood Stud,CLT,Brick,Fiberglass,Polyiso,Mod Bit,Triple Glazed,Fiberglass,25,3,0,30,142.9
188789,Glulam,Wood Stud OVE,CLT,Metal,Fiberglass,Mineral Wool,PVC,Double Glazed,Aluminum,25,3,0,30,147.5
169955,Glulam,Wood Stud OVE,Wood I Joist,Brick,XPS,XPS,PVC,Triple Glazed,Fiberglass,25,3,0,30,134.4
123825,Glulam,Wood Stud,Wood Joist,Metal,XPS,Mineral Wool,EPDM,Triple Glazed,Fiberglass,25,3,0,0,142.2
169998,Glulam,Wood Stud OVE,Wood I Joist,Brick,XPS,XPS,Mod Bit,Triple Glazed,Fiberglass,10,3,0,0,137.8
185119,Glulam,Wood Stud OVE,CLT,Brick,Mineral Wool,EPS,Mod Bit,Triple Glazed,Fiberglass,10,3,0,20,146.1
6652,Load Bearing Wood Wall,Wood Stud,Wood Joist,PVC,Spray Foam,Polyiso,PVC,Triple Glazed,Aluminum,25,3,0,20,166.9
182374,Glulam,Wood Stud OVE,Wood I Joist,Fiberboard,Mineral Wool,Polyiso,Mod Bit,Double Glazed,Wood,25,3,0,20,92.1
244597,Glulam,ICF,CLT,PVC,Mineral Wool,Polyiso,Mod Bit,Triple Glazed,PVC,10,3,0,20,249.3
50211,Load Bearing Wood Wall,CLT,CLT,EIFS,EIFS,XPS,EPDM,Double Glazed,Aluminum,25,3,0,0,141.8
165709,Glulam,Wood Stud OVE,Wood Joist,EIFS,EIFS,Polyiso,EPDM,Double Glazed,PVC,10,3,0,20,84.9
91935,Glulam,Steel Stud,Wood Joist,PVC,Mineral Wool,Polyiso,Mod Bit,Double Glazed,PVC,25,3,0,0,112.6
205569,Glulam,CLT,Wood I Joist,Brick,Mineral Wool,Mineral Wool,Mod Bit,Triple Glazed,Fiberglass,25,3,0,0,137.8
135335,Glulam,Wood Stud,Wood I Joist,Metal,XPS,Mineral Wool,EPDM,Double Glazed,Wood,25,3,0,30,134.0
153261,Glulam,Wood Stud,CLT,Fiberboard,XPS,XPS,PVC,Triple Glazed,Wood,25,3,0,0,142.2
171491,Glulam,Wood Stud OVE,Wood I Joist,Brick,Fiberglass,Polyiso,EPDM,Triple Glazed,Fiberglass,25,3,0,30,111.3
46361,Load Bearing Wood Wall,CLT,CLT,Brick,XPS,EPS,EPDM,Triple Glazed,PVC,25,3,0,30,176.4
98690,Glulam,Steel Stud,Wood I Joist,Brick,Mineral Wool,EPS,Mod Bit,Double Glazed,Aluminum,10,3,0,30,141.9
19608,Load Bearing Wood Wall,Wood Stud,Wood I Joist,EIFS,EIFS,XPS,PVC,Triple Glazed,Aluminum,10,3,0,0,97.8
63668,Load Bearing Wood Wall,ICF,Wood I Joist,Brick,XPS,Polyiso,PVC,Double Glazed,Wood,10,3,0,30,250.5
74716,Load Bearing Wood Wall,ICF,Wood I Joist,Fiberboard,Spray Foam,Polyiso,EPDM,Triple Glazed,Aluminum,25,3,0,20,284.0
117617,Glulam,Steel Stud,CLT,EIFS,EIFS,XPS,EPDM,Double Glazed,PVC,25,3,0,30,145.4
46407,Load Bearing Wood Wall,CLT,CLT,Brick,XPS,Polyiso,PVC,Triple Glazed,PVC,25,3,0,0,178.6
44729,Load Bearing Wood Wall,CLT,Wood I Joist,EIFS,EIFS,Polyiso,Mod Bit,Triple Glazed,PVC,25,3,0,30,117.2
175972,Glulam,Wood Stud OVE,Wood I Joist,PVC,XPS,Polyiso,PVC,Double Glazed,Aluminum,25,3,0,20,100.3
183077,Glulam,Wood Stud OVE,Wood I Joist,Fiberboard,Fiberglass,Mineral Wool,Mod Bit,Double Glazed,Aluminum,25,3,0,30,88.1
35965,Load Bearing Wood Wall,CLT,Wood Joist,Metal,XPS,EPS,EPDM,Double Glazed,PVC,10,3,0,20,161.6
230952,Glulam,ICF,Wood I Joist,Metal,Mineral Wool,Mineral Wool,EPDM,Triple Glazed,Aluminum,10,3,0,0,272.6
207493,Glulam,CLT,Wood I Joist,PVC,Mineral Wool,XPS,EPDM,Triple Glazed,PVC,10,3,0,20,108.9
227184,Glulam,ICF,Wood Joist,Fiberboard,Spray Foam,EPS,EPDM,Double Glazed,Aluminum,10,3,0,0,314.2
188229,Glulam,Wood Stud OVE,CLT,Metal,Mineral Wool,Mineral Wool,PVC,Double Glazed,Wood,25,3,0,0,152.5
20291,Load Bearing Wood Wall,Wood Stud,Wood I Joist,EIFS,EIFS,XPS,EPDM,Triple Glazed,Fiberglass,25,3,0,30,101.4
135794,Glulam,Wood Stud,Wood I Joist,Metal,Mineral Wool,Mineral Wool,PVC,Double Glazed,Aluminum,10,3,0,30,128.1
87504,Glulam,Steel Stud,Wood Joist,Brick,Mineral Wool,Mineral Wool,EPDM,Double Glazed,Aluminum,10,3,0,0,138.6
167259,Glulam,Wood Stud OVE,Wood Joist,Fiberboard,XPS,EPS,Mod Bit,Triple Glazed,Aluminum,25,3,0,0,113.6
85995,Load Bearing Wood Wall,ICF,CLT,Fiberboard,Spray Foam,EPS,PVC,Triple Glazed,Aluminum,25,3,0,0,319.3
127004,Glulam,Wood Stud,Wood Joist,PVC,Fiberglass,EPS,EPDM,Triple Glazed,Wood,10,3,0,30,74.9
196835,Glulam,Wood Stud OVE,CLT,Fiberboard,Mineral Wool,Polyiso,EPDM,Triple Glazed,Fiberglass,25,3,0,30,122.5
232108,Glulam,ICF,Wood I Joist,Metal,Spray Foam,Mineral Wool,EPDM,Triple Glazed,Aluminum,25,3,0,20,317.2
196539,Glulam,Wood Stud OVE,CLT,Fiberboard,Mineral Wool,XPS,EPDM,Triple Glazed,Aluminum,25,3,0,0,132.4
88433,Glulam,Steel Stud,Wood Joist,Brick,Spray Foam,Polyiso,PVC,Double Glazed,PVC,25,3,0,30,205.8
41992,Load Bearing Wood Wall,CLT,Wood I Joist,Metal,XPS,Mineral Wool,Mod Bit,Triple Glazed,PVC,25,3,0,20,165.2
103465,Glulam,Steel Stud,Wood I Joist,PVC,Mineral Wool,Polyiso,Mod Bit,Triple Glazed,Aluminum,10,3,0,20,114.0
199703,Glulam,CLT,Wood Joist,Brick,Mineral Wool,Polyiso,EPDM,Double Glazed,Wood,25,3,0,30,122.8
167338,Glulam,Wood Stud OVE,Wood Joist,Fiberboard,XPS,Polyiso,PVC,Double Glazed,Fiberglass,25,3,0,20,100.6
176342,Glulam,Wood Stud OVE,Wood I Joist,PVC,Mineral Wool,XPS,Mod Bit,Triple Glazed,PVC,10,3,0,30,91.4
42833,Load Bearing Wood Wall,CLT,Wood I Joist,PVC,XPS,EPS,Mod Bit,Double Glazed,PVC,25,3,0,30,119.4
231597,Glulam,ICF,Wood I Joist,Metal,Spray Foam,XPS,PVC,Triple Glazed,Wood,25,3,0,0,326.3
94839,Glulam,Steel Stud,Wood Joist,EIFS,EIFS,Polyiso,Mod Bit,Triple Glazed,PVC,25,3,0,0,123.1
161084,Glulam,Wood Stud OVE,Wood Joist,Metal,Cellulose,Polyiso,Mod Bit,Triple Glazed,Wood,10,3,0,30,124.0
158620,Glulam,Wood Stud OVE,Wood Joist,Metal,XPS,EPS,Mod Bit,Triple Glazed,Aluminum,25,3,0,20,146.9
156248,Glulam,Wood Stud OVE,Wood Joist,Brick,Mineral Wool,EPS,PVC,Double Glazed,Fiberglass,10,3,0,30,110.5
91785,Glulam,Steel Stud,Wood Joist,PVC,Mineral Wool,EPS,Mod Bit,Double Glazed,Fiberglass,25,3,0,0,110.7
199113,Glulam,CLT,Wood Joist,Brick,XPS,Polyiso,EPDM,Double Glazed,Fiberglass,25,3,0,0,137.9
180175,Glulam,Wood Stud OVE,Wood I Joist,EIFS,EIFS,Mineral Wool,PVC,Triple Glazed,Fiberglass,10,3,0,20,89.2
228567,Glulam,ICF,Wood I Joist,Brick,Mineral Wool,Mineral Wool,PVC,Triple Glazed,PVC,25,3,0,0,240.2
176322,Glulam,Wood Stud OVE,Wood I Joist,PVC,Mineral Wool,XPS,Mod Bit,Double Glazed,Wood,10,3,0,0,89.8
140496,Glulam,Wood Stud,Wood I Joist,EIFS,EIFS,Mineral Wool,EPDM,Double Glazed,Aluminum,10,3,0,0,88.0
249071,Glulam,ICF,CLT,Fiberboard,Mineral Wool,EPS,Mod Bit,Triple Glazed,Wood,25,3,0,30,229.2
87899,Glulam,Steel Stud,Wood Joist,Brick,Fiberglass,Polyiso,Mod Bit,Double Glazed,Fiberglass,25,3,0,30,127.5
113238,Glulam,Steel Stud,CLT,Metal,Fiberglass,Polyiso,Mod Bit,Double Glazed,Fiberglass,10,3,0,0,178.5
165506,Glulam,Wood Stud OVE,Wood Joist,EIFS,EIFS,EPS,Mod Bit,Double Glazed,Aluminum,10,3,0,30,86.9
205180,Glulam,CLT,Wood I Joist,Brick,Mineral Wool,XPS,EPDM,Triple Glazed,Aluminum,25,3,0,20,141.3
14498,Load Bearing Wood Wall,Wood Stud,Wood I Joist,Metal,Mineral Wool,XPS,EPDM,Double Glazed,Aluminum,10,3,0,30,133.6
9260,Load Bearing Wood Wall,Wood Stud,Wood Joist,Fiberboard,XPS,XPS,PVC,Triple Glazed,Wood,10,3,0,30,106.7
227739,Glulam,ICF,Wood I Joist,Brick,XPS,EPS,Mod Bit,Triple Glazed,Aluminum,25,3,0,0,254.2
19379,Load Bearing Wood Wall,Wood Stud,Wood I Joist,EIFS,EIFS,Polyiso,Mod Bit,Triple Glazed,Fiberglass,25,3,0,30,99.0
48370,Load Bearing Wood Wall,CLT,CLT,Metal,Mineral Wool,Mineral Wool,EPDM,Triple Glazed,Fiberglass,25,3,0,20,175.1
244166,Glulam,ICF,CLT,PVC,XPS,Mineral Wool,Mod Bit,Triple Glazed,PVC,10,3,0,30,251.7
18471,Load Bearing Wood Wall,Wood Stud,Wood I Joist,EIFS,EIFS,XPS,PVC,Triple Glazed,PVC,25,3,0,0,107.7
90613,Glulam,Steel Stud,Wood Joist,Metal,Spray Foam,EPS,PVC,Triple Glazed,PVC,10,3,0,20,244.1
160200,Glulam,Wood Stud OVE,Wood Joist,Metal,Spray Foam,XPS,Mod Bit,Triple Glazed,Aluminum,10,3,0,0,224.4
11092,Load Bearing Wood Wall,Wood Stud,Wood Joist,Fiberboard,Spray Foam,EPS,PVC,Double Glazed,Aluminum,25,3,0,20,165.7
190584,Glulam,Wood Stud OVE,CLT,PVC,XPS,Mineral Wool,Mod Bit,Triple Glazed,Aluminum,10,3,0,0,129.7
240781,Glulam,ICF,CLT,Brick,Spray Foam,XPS,PVC,Double Glazed,PVC,10,3,0,20,367.2
208249,Glulam,CLT,Wood I Joist,EIFS,EIFS,Polyiso,PVC,Triple Glazed,Aluminum,10,3,0,20,108.8
241161,Glulam,ICF,CLT,Brick,Spray Foam,Polyiso,EPDM,Double Glazed,Fiberglass,25,3,0,0,328.9
237748,Glulam,ICF,Wood I Joist,Fiberboard,Mineral Wool,Mineral Wool,PVC,Double Glazed,Aluminum,25,3,0,20,205.0
82136,Load Bearing Wood Wall,ICF,CLT,EIFS,EIFS,Polyiso,Mod Bit,Double Glazed,Fiberglass,10,3,0,30,239.6
99860,Glulam,Steel Stud,Wood I Joist,Brick,Spray Foam,EPS,Mod Bit,Double Glazed,Wood,10,3,0,30,227.0
229911,Glulam,ICF,Wood I Joist,Metal,XPS,XPS,Mod Bit,Triple Glazed,PVC,25,3,0,0,271.8
97733,Glulam,Steel Stud,Wood Joist,Fiberboard,Spray Foam,Polyiso,EPDM,Double Glazed,Aluminum,25,3,0,30,182.8
87936,Glulam,Steel Stud,Wood Joist,Brick,Fiberglass,Polyiso,EPDM,Double Glazed,Aluminum,10,3,0,0,132.0
150678,Glulam,Wood Stud,CLT,PVC,Spray Foam,Polyiso,Mod Bit,Double Glazed,Fiberglass,10,3,0,0,198.9
100965,Glulam,Steel Stud,Wood I Joist,Metal,Mineral Wool,EPS,PVC,Double Glazed,Wood,25,3,0,0,148.5
123248,Glulam,Wood Stud,Wood Joist,Brick,Spray Foam,Mineral Wool,EPDM,Triple Glazed,Fiberglass,10,3,0,30,198.1
249263,Glulam,ICF,CLT,Fiberboard,Mineral Wool,Polyiso,EPDM,Triple Glazed,Wood,25,3,0,30,225.3
15930,Load Bearing Wood Wall,Wood Stud,Wood I Joist,Metal,Spray Foam,Polyiso,Mod Bit,Triple Glazed,Wood,10,3,0,0,221.6
70792,Load Bearing Wood Wall,ICF,Wood I Joist,EIFS,EIFS,Mineral Wool,Mod Bit,Triple Glazed,PVC,25,3,0,20,215.1
186967,Glulam,Wood Stud OVE,CLT,Brick,Cellulose,Polyiso,Mod Bit,Double Glazed,Fiberglass,10,3,0,20,137.1
178090,Glulam,Wood Stud OVE,Wood I Joist,PVC,Cellulose,XPS,EPDM,Double Glazed,Fiberglass,25,3,0,20,86.6
14595,Load Bearing Wood Wall,Wood Stud,Wood I Joist,Metal,Mineral Wool,EPS,Mod Bit,Double Glazed,Aluminum,25,3,0,0,133.0
174959,Glulam,Wood Stud OVE,Wood I Joist,Metal,Spray Foam,Polyiso,EPDM,Triple Glazed,Wood,25,3,0,30,200.7
70963,Load Bearing Wood Wall,ICF,Wood I Joist,EIFS,EIFS,XPS,EPDM,Double Glazed,Wood,10,3,0,20,225.9
51188,Load Bearing Wood Wall,CLT,CLT,Fiberboard,XPS,Mineral Wool,Mod Bit,Double Glazed,Wood,10,3,0,30,148.3
94284,Glulam,Steel Stud,Wood Joist,EIFS,EIFS,Polyiso,EPDM,Double Glazed,PVC,10,3,0,0,112.4
99213,Glulam,Steel Stud,Wood I Joist,Brick,Fiberglass,XPS,EPDM,Triple Glazed,Wood,25,3,0,0,140.3
78808,Load Bearing Wood Wall,ICF,CLT,Metal,Fiberglass,Mineral Wool,PVC,Triple Glazed,PVC,25,3,0,20,269.6
59445,Load Bearing Wood Wall,ICF,Wood Joist,EIFS,EIFS,XPS,EPDM,Double Glazed,Wood,25,3,0,0,211.1
198711,Glulam,Wood Stud OVE,CLT,Fiberboard,Cellulose,Mineral Wool,EPDM,Triple Glazed,PVC,25,3,0,0,123.7
226713,Glulam,ICF,Wood Joist,Fiberboard,Fiberglass,Polyiso,Mod Bit,Double Glazed,Fiberglass,25,3,0,0,203.6
63608,Load Bearing Wood Wall,ICF,Wood I Joist,Brick,XPS,EPS,EPDM,Double Glazed,Fiberglass,10,3,0,30,251.1
95482,Glulam,Steel Stud,Wood Joist,EIFS,EIFS,Mineral Wool,PVC,Double Glazed,Fiberglass,25,3,0,20,110.4
2280,Load Bearing Wood Wall,Wood Stud,Wood Joist,Brick,Spray Foam,Mineral Wool,EPDM,Triple Glazed,Aluminum,10,3,0,0,202.7
54399,Load Bearing Wood Wall,ICF,Wood Joist,Metal,XPS,EPS,EPDM,Double Glazed,PVC,25,3,0,0,257.3
132308,Glulam,Wood Stud,Wood Joist,Fiberboard,Spray Foam,Polyiso,EPDM,Double Glazed,Wood,10,3,0,30,169.3
30629,Load Bearing Wood Wall,Wood Stud,CLT,EIFS,EIFS,XPS,EPDM,Double Glazed,Aluminum,25,3,0,30,124.0
66401,Load Bearing Wood Wall,ICF,Wood I Joist,Metal,Mineral Wool,EPS,PVC,Double Glazed,PVC,25,3,0,30,232.4
63958,Load Bearing Wood Wall,ICF,Wood I Joist,Brick,Mineral Wool,XPS,PVC,Double Glazed,Wood,25,3,0,20,229.8
91774,Glulam,Steel Stud,Wood Joist,PVC,Mineral Wool,EPS,PVC,Triple Glazed,Wood,25,3,0,20,113.6
144510,Glulam,Wood Stud,CLT,Brick,XPS,Mineral Wool,Mod Bit,Triple Glazed,Fiberglass,10,3,0,0,160.3
2903,Load Bearing Wood Wall,Wood Stud,Wood Joist,Metal,Mineral Wool,XPS,PVC,Double Glazed,Wood,25,3,0,30,127.4
84371,Load Bearing Wood Wall,ICF,CLT,Fiberboard,XPS,EPS,EPDM,Triple Glazed,Fiberglass,25,3,0,30,240.0
130842,Glulam,Wood Stud,Wood Joist,Fiberboard,Mineral Wool,XPS,Mod Bit,Triple Glazed,Wood,10,3,0,0,96.2
177067,Glulam,Wood Stud OVE,Wood I Joist,PVC,Fiberglass,EPS,Mod Bit,Triple Glazed,Wood,10,3,0,20,80.8
169359,Glulam,Wood Stud OVE,Wood Joist,Fiberboard,Cellulose,XPS,PVC,Double Glazed,PVC,25,3,0,0,93.7
23748,Load Bearing Wood Wall,Wood Stud,CLT,Brick,Mineral Wool,XPS,EPDM,Triple Glazed,PVC,10,3,0,0,151.0
131550,Glulam,Wood Stud,Wood Joist,Fiberboard,Fiberglass,EPS,Mod Bit,Triple Glazed,Fiberglass,10,3,0,0,85.9
64931,Load Bearing Wood Wall,ICF,Wood I Joist,Brick,Fiberglass,Polyiso,EPDM,Triple Glazed,Fiberglass,25,3,0,30,216.0
47732,Load Bearing Wood Wall,CLT,CLT,Metal,XPS,Mineral Wool,Mod Bit,Double Glazed,Wood,10,3,0,30,189.5
118383,Glulam,Steel Stud,CLT,EIFS,EIFS,Polyiso,PVC,Double Glazed,PVC,25,3,0,0,143.5
136800,Glulam,Wood Stud,Wood I Joist,Metal,Spray Foam,Polyiso,PVC,Double Glazed,Aluminum,10,3,0,0,217.0
9231,Load Bearing Wood Wall,Wood Stud,Wood Joist,Fiberboard,XPS,XPS,PVC,Double Glazed,PVC,25,3,0,0,111.2
83548,Load Bearing Wood Wall,ICF,CLT,EIFS,EIFS,XPS,PVC,Triple Glazed,Aluminum,25,3,0,20,244.7
150706,Glulam,Wood Stud,CLT,PVC,Spray Foam,Polyiso,Mod Bit,Triple Glazed,Fiberglass,25,3,0,20,194.8
71873,Load Bearing Wood Wall,ICF,Wood I Joist,EIFS,EIFS,Mineral Wool,PVC,Double Glazed,PVC,25,3,0,30,196.4
129016,Glulam,Wood Stud,Wood Joist,EIFS,EIFS,Mineral Wool,EPDM,Triple Glazed,PVC,25,3,0,20,97.6
72735,Load Bearing Wood Wall,ICF,Wood I Joist,Fiberboard,XPS,EPS,PVC,Double Glazed,PVC,25,3,0,0,225.8
102823,Glulam,Steel Stud,Wood I Joist,PVC,XPS,Polyiso,PVC,Double Glazed,Fiberglass,10,3,0,20,122.4
182950,Glulam,Wood Stud OVE,Wood I Joist,Fiberboard,Fiberglass,Polyiso,Mod Bit,Double Glazed,Wood,25,3,0,20,86.6
24738,Load Bearing Wood Wall,Wood Stud,CLT,Brick,Fiberglass,Mineral Wool,EPDM,Double Glazed,Wood,10,3,0,0,135.0
244050,Glulam,ICF,CLT,PVC,XPS,Polyiso,EPDM,Double Glazed,Wood,10,3,0,0,263.5
94377,Glulam,Steel Stud,Wood Joist,EIFS,EIFS,Mineral Wool,Mod Bit,Double Glazed,Fiberglass,25,3,0,0,113.4
22464,Load Bearing Wood Wall,Wood Stud,Wood I Joist,Fiberboard,Spray Foam,XPS,PVC,Double Glazed,Aluminum,10,3,0,0,182.1
42777,Load Bearing Wood Wall,CLT,Wood I Joist,PVC,XPS,EPS,PVC,Double Glazed,Fiberglass,25,3,0,0,117.0
86300,Load Bearing Wood Wall,ICF,CLT,Fiberboard,Spray Foam,Mineral Wool,PVC,Triple Glazed,Wood,10,3,0,30,326.9
89637,Glulam,Steel Stud,Wood Joist,Metal,Mineral Wool,Polyiso,Mod Bit,Double Glazed,Wood,25,3,0,0,147.5
123884,Glulam,Wood Stud,Wood Joist,Metal,Mineral Wool,XPS,PVC,Triple Glazed,Wood,10,3,0,30,132.7
188732,Glulam,Wood Stud OVE,CLT,Metal,Fiberglass,Polyiso,Mod Bit,Triple Glazed,Wood,10,3,0,30,151.8
39957,Load Bearing Wood Wall,CLT,Wood Joist,Fiberboard,Mineral Wool,EPS,Mod Bit,Double Glazed,Wood,25,3,0,0,108.9
245396,Glulam,ICF,CLT,PVC,Spray Foam,XPS,PVC,Double Glazed,Wood,10,3,0,30,323.0
145784,Glulam,Wood Stud,CLT,Brick,Spray Foam,XPS,Mod Bit,Double Glazed,Fiberglass,10,3,0,30,232.6
17757,Load Bearing Wood Wall,Wood Stud,Wood I Joist,PVC,Fiberglass,Mineral Wool,PVC,Triple Glazed,Wood,25,3,0,0,89.4
207360,Glulam,CLT,Wood I Joist,PVC,Mineral Wool,XPS,PVC,Double Glazed,Aluminum,10,3,0,0,107.6
